emotion,image_path,label,model_name,response_time,prediction_continuos,predicted_emotion
happiness,all_test\happiness\test_test_0317_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 0.01%
happy: 98.71%
sad: 0.04%
surprise: 0.00%
neutral: 1.24%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0320_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.01%
happy: 90.40%
sad: 0.00%
surprise: 0.08%
neutral: 9.51%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0322_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 95.15%
sad: 0.00%
surprise: 0.00%
neutral: 4.85%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0324_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 40.71%
disgust: 0.09%
fear: 34.96%
happy: 0.40%
sad: 16.26%
surprise: 0.09%
neutral: 7.50%

Dominant emotion: angry",angry
happiness,all_test\happiness\test_test_0329_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.03%
disgust: 0.00%
fear: 0.00%
happy: 99.57%
sad: 0.02%
surprise: 0.02%
neutral: 0.37%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0330_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 0.57%
happy: 90.32%
sad: 0.90%
surprise: 0.00%
neutral: 8.20%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0331_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.77%
sad: 0.00%
surprise: 0.00%
neutral: 0.22%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0332_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 87.81%
sad: 0.01%
surprise: 0.01%
neutral: 12.17%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0333_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.02%
happy: 97.49%
sad: 0.67%
surprise: 0.00%
neutral: 1.82%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0334_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 3.88%
disgust: 0.00%
fear: 18.58%
happy: 6.03%
sad: 70.06%
surprise: 0.01%
neutral: 1.42%

Dominant emotion: sad",sad
happiness,all_test\happiness\test_test_0335_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 96.91%
sad: 0.00%
surprise: 0.02%
neutral: 3.07%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0337_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 1.13%
disgust: 0.00%
fear: 1.58%
happy: 77.21%
sad: 6.47%
surprise: 0.00%
neutral: 13.61%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0338_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 80.38%
disgust: 0.01%
fear: 1.55%
happy: 16.94%
sad: 1.04%
surprise: 0.00%
neutral: 0.08%

Dominant emotion: angry",angry
happiness,all_test\happiness\test_test_0345_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.98%
sad: 0.00%
surprise: 0.01%
neutral: 0.01%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0350_aligned.jpg,happiness,deepface,0.06,"DeepFace multiple emotion probabilities:
angry: 52.24%
disgust: 0.02%
fear: 1.09%
happy: 28.15%
sad: 2.18%
surprise: 0.01%
neutral: 16.31%

Dominant emotion: angry",angry
happiness,all_test\happiness\test_test_0352_aligned.jpg,happiness,deepface,0.05,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.18%
happy: 98.80%
sad: 0.01%
surprise: 0.04%
neutral: 0.97%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0353_aligned.jpg,happiness,deepface,0.07,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.88%
sad: 0.00%
surprise: 0.00%
neutral: 0.12%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0362_aligned.jpg,happiness,deepface,0.06,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 97.60%
sad: 0.36%
surprise: 0.00%
neutral: 2.04%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0364_aligned.jpg,happiness,deepface,0.05,"DeepFace multiple emotion probabilities:
angry: 0.10%
disgust: 0.00%
fear: 78.59%
happy: 20.02%
sad: 0.03%
surprise: 1.23%
neutral: 0.03%

Dominant emotion: fear",fear
happiness,all_test\happiness\test_test_0366_aligned.jpg,happiness,deepface,0.06,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.46%
sad: 0.00%
surprise: 0.00%
neutral: 0.54%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0367_aligned.jpg,happiness,deepface,0.06,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.97%
sad: 0.00%
surprise: 0.00%
neutral: 0.03%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0369_aligned.jpg,happiness,deepface,0.05,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.42%
sad: 0.00%
surprise: 0.00%
neutral: 0.58%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0370_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.86%
sad: 0.00%
surprise: 0.00%
neutral: 0.14%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0371_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 4.79%
sad: 0.00%
surprise: 0.00%
neutral: 95.20%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0372_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 100.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0373_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.99%
sad: 0.00%
surprise: 0.00%
neutral: 0.01%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0374_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.59%
disgust: 0.00%
fear: 0.04%
happy: 74.01%
sad: 25.19%
surprise: 0.00%
neutral: 0.17%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0375_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.89%
sad: 0.00%
surprise: 0.00%
neutral: 0.11%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0376_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.13%
disgust: 0.00%
fear: 0.00%
happy: 97.27%
sad: 0.07%
surprise: 0.01%
neutral: 2.53%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0378_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.93%
sad: 0.00%
surprise: 0.00%
neutral: 0.07%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0379_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.06%
disgust: 0.00%
fear: 0.74%
happy: 85.26%
sad: 9.89%
surprise: 0.09%
neutral: 3.96%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0380_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.75%
disgust: 0.00%
fear: 0.04%
happy: 97.41%
sad: 0.96%
surprise: 0.01%
neutral: 0.83%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0383_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 0.75%
happy: 0.00%
sad: 4.00%
surprise: 0.00%
neutral: 95.23%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0384_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 100.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0386_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.20%
disgust: 0.08%
fear: 0.07%
happy: 98.50%
sad: 0.36%
surprise: 0.00%
neutral: 0.79%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0388_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 84.37%
disgust: 0.00%
fear: 15.23%
happy: 0.07%
sad: 0.14%
surprise: 0.00%
neutral: 0.18%

Dominant emotion: angry",angry
happiness,all_test\happiness\test_test_0390_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.03%
disgust: 0.00%
fear: 0.03%
happy: 70.92%
sad: 0.19%
surprise: 0.26%
neutral: 28.58%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0391_aligned.jpg,happiness,deepface,0.04,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.92%
sad: 0.00%
surprise: 0.00%
neutral: 0.08%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0392_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.77%
sad: 0.00%
surprise: 0.00%
neutral: 0.23%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0393_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 98.30%
sad: 0.00%
surprise: 0.00%
neutral: 1.70%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0394_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 4.76%
disgust: 0.00%
fear: 0.35%
happy: 0.11%
sad: 11.09%
surprise: 0.01%
neutral: 83.68%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0396_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.80%
disgust: 0.00%
fear: 0.06%
happy: 0.00%
sad: 1.13%
surprise: 0.01%
neutral: 97.99%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0397_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.95%
sad: 0.00%
surprise: 0.00%
neutral: 0.05%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0398_aligned.jpg,happiness,deepface,0.07,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.89%
sad: 0.00%
surprise: 0.00%
neutral: 0.11%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0399_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 100.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0400_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.66%
sad: 0.00%
surprise: 0.00%
neutral: 0.34%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0402_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.80%
disgust: 0.02%
fear: 0.28%
happy: 91.82%
sad: 3.70%
surprise: 0.04%
neutral: 3.34%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0405_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 77.23%
sad: 0.43%
surprise: 0.00%
neutral: 22.34%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0406_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 98.35%
sad: 0.00%
surprise: 0.00%
neutral: 1.65%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0407_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 85.40%
sad: 0.01%
surprise: 0.01%
neutral: 14.57%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0408_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 11.15%
disgust: 0.00%
fear: 0.64%
happy: 33.51%
sad: 9.96%
surprise: 0.03%
neutral: 44.71%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0410_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.10%
disgust: 0.00%
fear: 0.00%
happy: 99.84%
sad: 0.00%
surprise: 0.00%
neutral: 0.06%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0411_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.94%
sad: 0.00%
surprise: 0.00%
neutral: 0.06%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0412_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 4.93%
happy: 93.84%
sad: 0.01%
surprise: 1.21%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0414_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 100.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0415_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.41%
sad: 0.00%
surprise: 0.00%
neutral: 0.59%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0417_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 2.25%
disgust: 0.00%
fear: 0.90%
happy: 5.59%
sad: 33.54%
surprise: 0.00%
neutral: 57.70%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0418_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 3.52%
disgust: 0.30%
fear: 56.16%
happy: 32.62%
sad: 7.36%
surprise: 0.01%
neutral: 0.03%

Dominant emotion: fear",fear
happiness,all_test\happiness\test_test_0419_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.02%
disgust: 0.00%
fear: 0.00%
happy: 99.98%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0421_aligned.jpg,happiness,deepface,0.04,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 85.74%
sad: 0.00%
surprise: 0.01%
neutral: 14.25%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0422_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.04%
disgust: 0.00%
fear: 0.15%
happy: 96.97%
sad: 0.02%
surprise: 0.01%
neutral: 2.80%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0423_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.35%
sad: 0.00%
surprise: 0.00%
neutral: 0.65%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0425_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 66.31%
sad: 0.00%
surprise: 0.00%
neutral: 33.69%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0426_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 20.12%
happy: 79.81%
sad: 0.00%
surprise: 0.00%
neutral: 0.06%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0427_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 98.94%
sad: 0.01%
surprise: 0.58%
neutral: 0.47%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0428_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 98.86%
sad: 0.00%
surprise: 0.01%
neutral: 1.13%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0433_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.01%
happy: 99.51%
sad: 0.09%
surprise: 0.00%
neutral: 0.40%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0435_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 16.68%
disgust: 0.00%
fear: 0.16%
happy: 57.85%
sad: 3.03%
surprise: 0.21%
neutral: 22.06%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0436_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.96%
sad: 0.02%
surprise: 0.00%
neutral: 0.02%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0437_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.02%
disgust: 0.00%
fear: 0.02%
happy: 99.46%
sad: 0.06%
surprise: 0.02%
neutral: 0.42%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0439_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 98.19%
sad: 0.00%
surprise: 0.00%
neutral: 1.81%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0442_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 100.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0443_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.35%
sad: 0.00%
surprise: 0.04%
neutral: 0.61%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0444_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 8.93%
disgust: 0.00%
fear: 0.00%
happy: 52.50%
sad: 0.00%
surprise: 0.01%
neutral: 38.56%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0445_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 98.47%
sad: 0.01%
surprise: 0.02%
neutral: 1.50%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0447_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 100.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0448_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 98.16%
sad: 1.69%
surprise: 0.00%
neutral: 0.15%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0449_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.01%
happy: 99.97%
sad: 0.02%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0450_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 97.99%
sad: 1.45%
surprise: 0.00%
neutral: 0.56%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0451_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 3.54%
disgust: 3.52%
fear: 0.27%
happy: 1.11%
sad: 90.73%
surprise: 0.00%
neutral: 0.83%

Dominant emotion: sad",sad
happiness,all_test\happiness\test_test_0453_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.51%
sad: 0.00%
surprise: 0.00%
neutral: 0.49%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0454_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.03%
disgust: 0.00%
fear: 0.02%
happy: 86.85%
sad: 0.16%
surprise: 0.05%
neutral: 12.89%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0455_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.35%
disgust: 0.00%
fear: 0.22%
happy: 1.18%
sad: 6.70%
surprise: 0.02%
neutral: 91.52%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0456_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.33%
disgust: 0.00%
fear: 0.27%
happy: 0.69%
sad: 42.79%
surprise: 0.00%
neutral: 55.92%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0457_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.93%
sad: 0.00%
surprise: 0.00%
neutral: 0.07%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0458_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 0.07%
happy: 97.53%
sad: 1.44%
surprise: 0.00%
neutral: 0.95%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0459_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.67%
sad: 0.00%
surprise: 0.00%
neutral: 0.33%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0460_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 82.05%
sad: 0.18%
surprise: 0.00%
neutral: 17.78%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0461_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 2.74%
disgust: 0.00%
fear: 0.11%
happy: 0.41%
sad: 69.49%
surprise: 0.00%
neutral: 27.25%

Dominant emotion: sad",sad
happiness,all_test\happiness\test_test_0462_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.13%
disgust: 0.00%
fear: 0.00%
happy: 80.04%
sad: 0.81%
surprise: 0.00%
neutral: 19.01%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0463_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 100.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0464_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 92.44%
sad: 0.00%
surprise: 0.00%
neutral: 7.56%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0465_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 99.97%
disgust: 0.00%
fear: 0.03%
happy: 0.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
happiness,all_test\happiness\test_test_0466_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 99.97%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.01%
surprise: 0.00%
neutral: 0.01%

Dominant emotion: angry",angry
happiness,all_test\happiness\test_test_0467_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 18.46%
disgust: 0.22%
fear: 10.29%
happy: 68.66%
sad: 0.93%
surprise: 0.19%
neutral: 1.26%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0468_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 66.79%
sad: 0.00%
surprise: 0.00%
neutral: 33.21%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0469_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.98%
sad: 0.00%
surprise: 0.02%
neutral: 0.00%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0473_aligned.jpg,happiness,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.43%
sad: 0.00%
surprise: 0.00%
neutral: 0.57%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0474_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.10%
disgust: 0.00%
fear: 0.73%
happy: 0.32%
sad: 41.55%
surprise: 0.00%
neutral: 57.29%

Dominant emotion: neutral",neutral
happiness,all_test\happiness\test_test_0475_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.58%
disgust: 0.00%
fear: 0.39%
happy: 58.09%
sad: 0.20%
surprise: 0.21%
neutral: 40.52%

Dominant emotion: happy",happy
happiness,all_test\happiness\test_test_0477_aligned.jpg,happiness,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 0.00%
happy: 99.29%
sad: 0.02%
surprise: 0.00%
neutral: 0.68%

Dominant emotion: happy",happy
